nom_estab,raz_social,nombre_actividad,codigo_postal,entidad,municipio,fecha_alta,correoelec,telefono,www, no. empleados
DAREAC,,Residencias del sector privado para el cuidado de personas con problemas de trastorno mental y adicci�n,22534,Baja California,Tijuana,2014-12,DAREAC@YAHOO.COM,6648038794,,11 a 30 personas
DENTAL ALVAREZ RIE,DENTAL ALVAREZ RIE SC,Consultorios dentales del sector privado,22010,Baja California,Tijuana,2010-07,SMILE@DENTALALVAREZ.COM,6649007282,DENTALVAREZ.COM,11 a 30 personas
DENTAL ARCOIRIS,,Consultorios dentales del sector privado,21398,Baja California,Mexicali,2010-07,DENTALARCOIRIS@HOTMAIL.COM,6865626944,,11 a 30 personas
DENTAL CARE,ASOCIACICION SMILE CLUB SA DE CV,Consultorios dentales del sector privado,21970,Baja California,Mexicali,2010-07,CORDOVADENTALOFFICE@GMAIL.COM,6585173298,,11 a 30 personas
DESARROLLO INFANTIL ESTRELLA MONTESSORI,DESARROLLO INFANTIL ESTRELLA MONTESSORI ,Guarderías del sector p�blico,22457,Baja California,Tijuana,2010-07,U314ERIKA@HOTMAIL.COM,6646470168,,11 a 30 personas
ESPORT MEDICINE,ESPORT MEDICINE SC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,22106,Baja California,Tijuana,2010-07,CENTRALESPORTMEDICINE@HOTMAIL.COM,6641955800,WWW.ESPORTMEDICINE.COM,11 a 30 personas
ESTANCIA ALEGRE,ESTANCIA ALEGRE AC,Guarderías del sector privado,21480,Baja California,Tecate,2010-07,U380TKTALEGRE@HOTMAIL.COM,6656541560,,31 a 50 personas
ESTANCIA INFANTIL EDUCATIVA GRANDES GENIOS,,Guarderías del sector privado,21040,Baja California,Mexicali,2014-12,ROSY_RAPIC@HOTMAIL.COM,6862533724,,11 a 30 personas
ESTANCIA INFANTIL GUADALUPE VICTORIIA,,Guarderías del sector p�blico,21720,Baja California,Mexicali,2010-07,U021EIGVAC@YAHOO.COM.MX,6585162659,,11 a 30 personas
ESTANCIA INFANTIL MISION,GUARDERIA MISION AC,Guarderías del sector privado,22830,Baja California,Ensenada,2010-07,MISION_U281@HOTMAIL.COM,6461773308,,31 a 50 personas
ESTANCIA INFANTIL SINDETEL,ESTANCIA INFANTIL SINDETEL AC,Guarderías del sector privado,21090,Baja California,Mexicali,2010-07,U672SINDETEL@HOTMAIL.COM,6865562606,ESNCIASINDETEL.COM,31 a 50 personas
ESTANCIA PARA EL BIENESTAR Y DESARROLLO INFANTIL N 59 I S S S T E,GOBIERNO FEDERAL ,Guarderías del sector p�blico,21240,Baja California,Mexicali,2010-07,IVONNE.RODRIGUEZP@ISSSTE.GOB.MX,6865674667,,51 a 100 personas
FUNDACION PARA LOS NIÑOS DE LAS CALIFORNIAS HOSPITAL INFANTIL DE LAS CALIFORNIAS,FUNDACION PARA LOS NIÑOS DE LAS CALIFORNIAS HOSPITAL INFANTIL DE LAS CALIFORNIS PERSONA MORAL CON FINES NO LUCRATIVOS,Otros centros del sector privado para la atenci�n de pacientes que no requieren hospitalizaci�n,22430,Baja California,Tijuana,2010-07,CONTADORA@HOSPITALINFANTIL.ORG,6645709361,HOSPITALDELASCALIFORNIA.ORG,51 a 100 personas
GRUPO DENTAL DR VALENZUELA,,Consultorios dentales del sector privado,21100,Baja California,Mexicali,2010-07,VALENZUELADENTALGROUPMEXICALI@HOTMAIL.COM,6865541121,,11 a 30 personas
GRUPO MEDICO DE LA PIEDAD CENTRO,GRUPO MEDICO DE LA PIEDAD CENTRO SC,Hospitales generales del sector privado,22000,Baja California,Tijuana,2019-11,FACTURAS@HOSPITALLAPIEDAD.COM,6646858532,,11 a 30 personas
GUARDERIA APRENDIENDO JUNTOS,,Guarderías del sector privado,22890,Baja California,Ensenada,2010-07,APRENDIENDO-JUNTOS01@HOTMAIL.COM,6461735977,,11 a 30 personas
GUARDERIA CENDI,INSTITUTO DE SERVICIOS EDUCATIVOS Y PEDAGOGICOS DE BAJA CALIFORNIA ,Guarderías del sector p�blico,22819,Baja California,Ensenada,2010-07,CENDI.3@HOTMAIL.COM,6461743701,,11 a 30 personas
GUARDERIA INFANTIL ROSELA GARCIA DE CASTELLANOS,GUARDERIA INFANTIL ROSELA GARCIA DE CASTELLANOS SC,Guarderías del sector privado,21280,Baja California,Mexicali,2010-07,U_123ROSELA@YAHOO.COM.MX,6865560403,,31 a 50 personas
GUARDERIA LA GLORIA,COLEGIO INTEGRAL SC,Guarderías del sector privado,22710,Baja California,Tijuana,2010-07,Y0015GUARDERIALAGLORIA@HOTMAIL.COM,6646362095,WWW.CLUBESCOLAR.COM,31 a 50 personas
GUARDERIA MI ESCUELITA MONTESORI,SERVICIOS PRESCOLARES SC,Guarderías del sector privado,22044,Baja California,Tijuana,2010-07,U019MIESCUELITA@HOTMAIL.COM,6649710538,,51 a 100 personas
GUARDERIA MI PUERTO ALEGRIA,MI PUERTO ALEGRIA SC,Guarderías del sector privado,22839,Baja California,Ensenada,2014-12,U252MIPUERTOALEGRIA@HOTMAIL.ES,6461560779,,11 a 30 personas
GUARDERIA MUJERES COMUNICADORAS,MUJERES COMUNICADORAS DE MEXICALI AC,Guarderías del sector privado,21390,Baja California,Mexicali,2010-07,U312COMUNICA@YAHOO.COM.MX,6865611685,,31 a 50 personas
GUARDERIA ORDINARIA 001 DEL INSTITUTO MEXICANO DEL SEGURO SOCIAL,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,22000,Baja California,Tijuana,2010-07,LETICIA.MONCAYO@IMSS.GOB.MX,6646856940,WWW.IMSS.COM.MX,51 a 100 personas
GUARDERIA SINDICAL,GUARDERIA SINDICAL Y JARDIN DE NIÑOS COLORES MAGICOS ,Guarderías del sector p�blico,22100,Baja California,Tijuana,2010-07,GUARDERIASINDICAL@HOTMAIL.COM,6646223878,,11 a 30 personas
HAIMA BANCO DE SANGRE Y LABORATORIO CLINICO,BANCO DE SANGRE Y LABORATORIO CLINICO DEL NOROESTE ,Laboratorios médicos y de diagnóstico del sector privado,22010,Baja California,Tijuana,2010-07,BANCODESANGREHAIMA@YAHOO.COM.MX,6646840613,,11 a 30 personas
HOGAR VERDAD Y VIDA MADRE RITA,,Orfanatos y otras residencias de asistencia social del sector privado,22114,Baja California,Tijuana,2010-07,HOGARVERDADYVIDA@YAHOOO.COM.MX,6646213709,,11 a 30 personas
HOSPITAL DE SALUD MENTAL DE TIJUANA,,Hospitales del sector privado de otras especialidades m�dicas,22444,Baja California,Tijuana,2010-07,CVILLAGOMEZ@HSMT.ORG.MX,6642724927,WWW.HOSPITALDESALUDMENTAL.COM,51 a 100 personas
HOSPITAL FUNDADORES,,Hospitales generales del sector privado,22626,Baja California,Tijuana,2014-12,HOSPITAL.FUNDADORES@OUTLOOK.COM,6646845682,,11 a 30 personas
HOSPITAL GENERAL DE PLAYAS DE ROSARITO,INSTITUTO DE SERVICIOS DE SALUD PUBLICA DEL ESTADO DE BAJA CALIFORNIA ,Hospitales generales del sector p�blico,22710,Baja California,Playas de Rosarito,2010-07,HOSPITAL.GENERA.ROSARITO@HOTMAIL.COM,6616126042,,251 y más personas
HOSPITAL GENERAL ENSENADA,INSTITUCION DE SERVICIOS DE SALUD DE BAJA CALIFORNIA ,Hospitales generales del sector p�blico,22847,Baja California,Ensenada,2010-07,CONTACTO@HOSPITALGENERALENSENADA.ORG,6461767602,,251 y más personas
HOSPITAL GUZMAN,HOSPITAL GUZMAN SA DE CV,Hospitales generales del sector privado,22534,Baja California,Tijuana,2010-07,LOPEZCASTRO2003@YAHOO.COM.MX,6646800664,,31 a 50 personas
HOSPITAL MEXICO,HOSPITAL MEXICO DE BC SA DE CV,Hospitales generales del sector privado,22010,Baja California,Tijuana,2010-07,HOSPITALMEX_ADM@HOTMAIL.COM,6646866363,WWW.HOSPITALMEXICO.ORG,51 a 100 personas
HOSPITAL OASIS,ORGANIZACION AVANZADA EN SISTEMAS INTEGRALES PARA LA SALUD SC,Hospitales del sector privado de otras especialidades m�dicas,22504,Baja California,Tijuana,2010-07,VCONTRERAS@OASISOFHOPE.COM,6641082229,WWW.OASISOFHOPE.COM,101 a 250 personas
HOSPITAL SAN ANDRES SERVICIO DE CONSULTA MEDICA,SERVIMD SC,Clínicas de consultorios médicos del sector privado,21100,Baja California,Mexicali,2010-07,ADMINISTRACION@SANANDRESHOSPITAL.COM,6865534910,WWW.SANANDRESHOSPITAL.COM,11 a 30 personas
HOSPITAL SAN ANGEL,GRUPO MEDICO DE MEXICALI SC,Hospitales generales del sector privado,21100,Baja California,Mexicali,2010-07,SANANGEL.HOSPITAL@HOTMAIL.COM,6865557001,,31 a 50 personas
HOSPITAL SAN FERNADO,,Hospitales generales del sector privado,22895,Baja California,Ensenada,2019-11,SANFERNANDO.GERENCIA@GMAIL.COM,6461733570,,11 a 30 personas
HOSPITAL SAN LUIS REY,HOSPITAL MISSION SAN LUIS REY S DE RL DE CV,Hospitales generales del sector privado,22000,Baja California,Tijuana,2014-12,MISSIONSANLUIS@YAHOO.COM.MX,6646857451,,11 a 30 personas
ILAN ESTANCIA INFANTIL,,Guarderías del sector privado,21337,Baja California,Mexicali,2010-07,ILAN_MARTALUKIN@HOTMAIL.COM,6865569414,,31 a 50 personas
IMSS UNIDAD DE MEDICINA FAMILIAR NUMERO 28,INSTITUTO MEXICANO DE SEGURO SOCIAL ,Clínicas de consultorios médicos del sector p�blico,21040,Baja California,Mexicali,2010-07,CESAR.VALDERRAMA@IMSS.GOB.MX,6865555085,,251 y más personas
INSITU DIALISIS CLINICA DEL RI�ON,INSITU DIALISIS SC,Otros centros del sector privado para la atenci�n de pacientes que no requieren hospitalizaci�n,22010,Baja California,Tijuana,2014-12,INSITURECEP@HOTMAIL.COM,6642002046,,11 a 30 personas
INSTITUCI�N CLINICA SAN JOS�,,Hospitales del sector privado de otras especialidades m�dicas,22785,Baja California,Ensenada,2010-07,CA_SANJOSE1@HOTMAIL.COM,6461774757,,11 a 30 personas
INSTITUTO DE LA JUVENTUD DEL ESTADO DE BAJA CALIFORNIA,GOBIERNO DEL ESTADO ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,21010,Baja California,Mexicali,2014-12,MANUELJUVENTUDBC@HOTMAIL.COM,6865684009,,11 a 30 personas
INSTITUTO MEXICANO DEL SEGURO SOCIAL,SEGURIDAD SOCIAL ,Hospitales generales del sector p�blico,22000,Baja California,Tijuana,2010-07,OMAR.TUMALAN@IMSS.GOB.MX,6646856934,WWW.IMSS.COM.MX,51 a 100 personas
INSTITUTO MEXICANO DEL SEGURO SOCIAL,IMSS GOBIERNO FEDERAL ,Clínicas de consultorios médicos del sector p�blico,21720,Baja California,Mexicali,2014-12,FILEMON.ESPINOSA@IMSS.GOB.MX,6585162246,,31 a 50 personas
JARDIN INTERIOR CENTRO ESPECIALIZADO EN AUTISMO,ASOCIACION PEDAGOGICA PARA LA MODIFICACION DE LA CONDUCTA AC,Consultorios de psicolog�a del sector privado,21050,Baja California,Mexicali,2010-07,ILIANAFRIVASA@HOTMAIL.COM,6861588601,,11 a 30 personas
LA CASA DE LOS PIES,,Otros consultorios del sector privado para el cuidado de la salud,22000,Baja California,Tijuana,2010-07,BAIRY@HOTMAIL.COM,6646857402,,11 a 30 personas
LA CASA DE LOS PIES,,Otros consultorios del sector privado para el cuidado de la salud,22509,Baja California,Tijuana,2010-07,LACASADELOSPIES_OTAY@OUTLOOK.COM,6643340235,,11 a 30 personas
LAB SIN SERVICIOS PROFESIONALES,LAB SIN SERVICIOS PROFESIONALES SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,21200,Baja California,Mexicali,2010-07,LABSINALOA@HOTMAIL.COM,6865652240,,11 a 30 personas
LABORATORIO DE AN�LISIS CL�NICOS LABEXPRESS,LABORATORIO CL�NICO EXPRESS SC,Laboratorios médicos y de diagnóstico del sector privado,22320,Baja California,Tijuana,2010-07,INFO@LABEXPRESS.COM.MX,6646340539,WWW.LABEXPRESS.COM.MX,11 a 30 personas
LABORATORIO INMUNODIAGNOSTICO SIGLO XXI,,Laboratorios médicos y de diagnóstico del sector privado,22000,Baja California,Tijuana,2010-07,LABORATORIO.INMUNO14@GMAIL.COM,6646855800,,11 a 30 personas
LABORATORIO LOZANO,LABORATORIOS CLINICOS LOZANO SC,Laboratorios médicos y de diagnóstico del sector privado,21100,Baja California,Mexicali,2010-07,CONTACTO@LABORATORIOSLOZANO.COM,6865536676,,11 a 30 personas
LABORATORIO Y BANCO DE SANGRE DEL CARMEN,,Laboratorios médicos y de diagnóstico del sector privado,22800,Baja California,Ensenada,2010-07,LABORATORIODELCARMEN2011@HOTMAIL.COM,6461787250,,11 a 30 personas
LABORATORIOS ESTRADA,CORPORACION ESTRADA HERMANOS SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,21100,Baja California,Mexicali,2012-06,LABORATORIOSESTRADAMEXICALI@HOTMAIL.COM,6865546008,WWW.LABORATORIOESTRADA.COM,11 a 30 personas
LIBRE UNIDAD DE TRATAMIENTO EN ADICCIONES,LIBRE UNIDAD DE TRATAMIENTO EN ADICCIONES SC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,22640,Baja California,Tijuana,2010-07,ADMINISTRACION@LIBREDEADICCIONES.COM,6646371711,WWW.LIBREDEADICCIONES.COM,31 a 50 personas
MEDICINA DEPORTIVA,,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,21100,Baja California,Mexicali,2014-12,MBC1974@HOTMAIL.COM,6861348844,,11 a 30 personas
MODERA HOSPITAL FAMILIAR,MODERA HOSPITAL FAMILIAR S DE RL DE CV,Consultorios de medicina especializada del sector privado,22320,Baja California,Tijuana,2010-07,HOSPITALMODERA2010@HOTMAIL.COM,6646342191,,11 a 30 personas
NACER FLAMINGOS,NARCOTICO Y ALCOHOLICOS NACER AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,22035,Baja California,Tijuana,2010-07,NACER.A@HOTMAIL.COM,6646843485,,11 a 30 personas
NACER NARCOTICOS Y ALCOHOLICOS CON ESPERANZA DE REINTEGRACION,NACER NARCOTICOS Y ALCOHOLICOS CON ESPERANZA DE REINTEGRACION AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,22127,Baja California,Tijuana,2014-12,NACER.AC@HOTMAIL.COM,6645021509,,11 a 30 personas
NB ELITE MENS SPA,,Otros consultorios del sector privado para el cuidado de la salud,22320,Baja California,Tijuana,2014-12,ADMINISTRACION@NBELITEMENSPA.COM,6646347221,,11 a 30 personas
OMSA,,Laboratorios médicos y de diagnóstico del sector privado,22930,Baja California,San Quint�n,2010-07,RADIOLOGICOMSA@YAHOO.COM.MX,6161668324,,11 a 30 personas
PERSE DESARROLLO HUMANO,,Consultorios de psicolog�a del sector privado,21010,Baja California,Mexicali,2019-11,HUGOSORKIN@GMAIL.COM,6861241547,,11 a 30 personas
PHYSIO MED,MEDICINA DEL DEPORTE Y REHABILITACION PHYSIO MED SC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,22106,Baja California,Tijuana,2014-12,PHYSIOMEDMX@HOTMAIL.COM,6643798489,,11 a 30 personas
PLASTIC SURGERY CENTER,PLASTIC SURGERY CENTER CAMPOS SC,Consultorios de medicina general del sector privado,22010,Baja California,Tijuana,2013-07,INFO@TJLIPO.COM,6649007515,WWW.TJLIPO.COM,11 a 30 personas
RADIOLOG�A E IMAGEN,MU�OZ Y DE LA BARRERA SC,Laboratorios médicos y de diagnóstico del sector privado,21100,Baja California,Mexicali,2010-07,CREDITORADIOLOGIAEIMAGEN@GMAIL.COM,6865543834,,11 a 30 personas
RADIOLOGIA INTEGRAL DE MEXICALI,RADIOLOGIA INTEGRAL DE MEXICALI SC,Laboratorios médicos y de diagnóstico del sector privado,21100,Baja California,Mexicali,2010-07,RADIOLOGIAINTEGRAL@HOTMAIL.COM,6865556400,,11 a 30 personas
RED SALUD CPD,RED SALUD CPD SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,22117,Baja California,Tijuana,2012-06,GFLORES@REDSALUD.COM,6646261026,WWW.REDSALUD,51 a 100 personas
RENUEVATE COMO EL AGUILA A.C.,ALBERGUE PARA MIGRANTESARTURO PEREZ VILLEGAS ,Orfanatos y otras residencias de asistencia social del sector privado,22235,Baja California,Tijuana,2014-12,LA.CASADELOSNINOS@HOTMAIL.COM,6642642014,,11 a 30 personas
SANATORIO DEL CARMEN DE ENSENADA,SANATORIO DEL CARMEN DE ENSENADA SA DE CV,Hospitales generales del sector privado,22800,Baja California,Ensenada,2010-07,SCARMEN@PRODIGY.NET.MX,6461787088,,101 a 250 personas
SEGURO POPULAR HERRERA JURISDICCION SANITARIA 2,GOBIERNO DEL ESTADO ,Consultorios de medicina general del sector p�blico,22534,Baja California,Tijuana,2010-07,GLADYS-GOMEZ@HOTMAIL.COM,6646304144,,11 a 30 personas
TERAPIA Y REHABILITACION FISICA,TERAPIA Y REHABILITACION FISICA SC,Consultorios del sector privado de audiolog�a y de terapia ocupacional f�sica y del lenguaje,21100,Baja California,Mexicali,2010-07,TERAPIAFISICAINTEGRAL@HOTMAIL.COM,6865543410,,11 a 30 personas
UNIDAD DE ESPECIALIDADES MEDICAS DE BAJA CALIFORNIA,UNIDAD DE ESPECIALIDADES MEDICAS DE BAJA CALIFORNIA ,Otros centros del sector p�blico para la atenci�n de pacientes que no requieren hospitalizaci�n,22800,Baja California,Ensenada,2010-07,INFORMATICA@UNEME.GOB.MX,6461556126,WWW.UNEME.GOB.MX,11 a 30 personas
UNIDAD MEDICA LATINO,,Hospitales generales del sector privado,22000,Baja California,Tijuana,2019-11,DRESCANDON@MSN.COM,6646855404,,11 a 30 personas
UNIDAD QUIRURGICA GALANS,UNIDAD QUIRURGICA GALANS SC,Hospitales generales del sector privado,22010,Baja California,Tijuana,2011-03,CONSULTA.GALANS@HOTMAIL.COM,6646346628,WWW.GALANS.ORG,11 a 30 personas
UNIDAD QUIRURGICA MEDICA NORTE,UNIDAD QUIRURGICA MEDICA NORTE ,Consultorios de medicina general del sector privado,22320,Baja California,Tijuana,2010-07,MEDICANORTEADMON@HOTMAIL.COM,6646342208,WWW.MEDICANORTE.COM.MX,11 a 30 personas
UNIMET UNIDAD INTEGRAL DE MEDICINA Y TOXICOLOGIA DE MEXICALI,UNIDAD INTEGRAL DE MEDICINA Y TOXICOLOGIA DE MEXICALI SC,Laboratorios médicos y de diagnóstico del sector privado,21000,Baja California,Mexicali,2014-12,UNIMET.BCE@HOTMAIL.COM,6462130324,,11 a 30 personas
VILLA INFANTIL DE ROSARITO,SERVICIOS INFANTILES DE ROSARITO ,Guarderías del sector p�blico,22706,Baja California,Playas de Rosarito,2014-12,VILLAINFANTILU676@HOTMAIL.COM,6616133350,,31 a 50 personas
VIVIR EL PROCESO,VIVIR EL PROCESO AC,Centros del sector privado de atenci�n m�dica externa para enfermos mentales y adictos,22204,Baja California,Tijuana,2019-11,VIVIRELPROCESOAC@HOTMAIL.COM,6644009060,,11 a 30 personas
CADI CENTRO ASISTENCIALDE DESARROLLO INFANTIL,AYUNTAMIENTO DE COMONDU ,Guarderías del sector p�blico,23600,Baja California Sur,Comond�,2019-11,CADI_INSURGENTES@HOTMAIL.COM,6131408240,,11 a 30 personas
CARDON BAJA,,Guarderías del sector privado,23450,Baja California Sur,Los Cabos,2010-07,CABOCARDON@CARDONBAJA.ORG.MX,6241444113,,31 a 50 personas
CENTRAL DE ESPECIALIDADES MEDICAS DE LA PAZ,CENTRAL DE ESPECIALIDADES MEDICAS DE LA PAZ SA DE CV,Hospitales del sector privado de otras especialidades m�dicas,23090,Baja California Sur,La Paz,2010-07,GERENCIA@CEMLAPAZ.COM,6121402220,WWW.CENTRALESPECIALIDADESMEDICASDELAPAZ.COM,101 a 250 personas
CENTRO ASISTENCIAL DE DESALLOLLO INFANTIL,HAYUNTAMIENTO DE MULEGE ,Guarderías del sector p�blico,23920,Baja California Sur,Muleg�,2010-07,GUARDERIADIF@HOTMAIL.COM,6151520870,,31 a 50 personas
CENTRO DE ASISTENCIA SOCIAL CASA HOGAR UNA LUZ EN MI VIDA,MUNICIPIO DE LOS CABOS ,Orfanatos y otras residencias de asistencia social del sector p�blico,23430,Baja California Sur,Los Cabos,2010-07,DIF_CASAHOGARLUZ@HOTMAIL.COM,6241420446,,11 a 30 personas
CENTRO DE DESARROLLO INFANTIL TIERRA Y LIBERTAD,COORDINADORA POPULAR TIERRA Y LIBERTAD AC,Guarderías del sector privado,23080,Baja California Sur,La Paz,2014-12,CENDI_LAPAZ@HOTMAIL.COM,6121243164,,51 a 100 personas
CENTRO DE INTEGRACION JUVENIL LOS CABOS,CENTRO DE INTEGRACION JUVENIL ,Servicios de orientaci�n y trabajo social para la ni�ez y la juventud prestados por el sector p�blico,23427,Baja California Sur,Los Cabos,2010-07,CIJLOSCABOS@CIJ.GOB.MX,6241052868,WWW.CIJ.GOB.MX,11 a 30 personas
CENTRO DE SALUD,SECRETARÍA DE SALUD ,Clínicas de consultorios médicos del sector p�blico,23600,Baja California Sur,Comond�,2010-07,JS01.FINACIEROS.COMONDU@HOTMAIL.COM,6131147061,,11 a 30 personas
CENTRO DE SALUD URBAN0 LOS CANGREJOS,INSTITUTOS DE SERVICIOS DE SALUD ,Clínicas de consultorios médicos del sector p�blico,23473,Baja California Sur,Los Cabos,2010-07,CSCANGREJOS@HOTMAIL.COM,6241730400,,11 a 30 personas
CENTRO INFANTIL MI PEQUE�O MUNDO,CENTRO INFANTIL MI PEQUE�O MUNDO SC,Guarderías del sector privado,23040,Baja California Sur,La Paz,2010-07,MIPEQUEMUNDO.2018@HOTMAIL.COM,6121253129,,31 a 50 personas
CENTRO MEDICO CABO SAN LUCAS,MEDICENTRO CABO SUR SA DE CV,Hospitales generales del sector privado,23460,Baja California Sur,Los Cabos,2014-12,CDCE21@HOTMAIL.COM,6241439727,,31 a 50 personas
CLINICA SAINT JUDES MEDICAL CENTER,SAINT JUDES S DE RL DE CV,Clínicas de consultorios médicos del sector privado,23300,Baja California Sur,La Paz,2014-12,SAINJUDESCLINIC@OUTLOOK.COM,6121591030,,11 a 30 personas
EL SENDERO LA PAZ,EL SENDERO LA PAZ AC,Agrupaciones de autoayuda para alcoh�licos y personas con otras adicciones,23080,Baja California Sur,La Paz,2014-12,ELSENDEROLAPAZ@GMAIL.COM,6121679910,,11 a 30 personas
ESTANCIA INFANTIL ANTONIO UNZON V,ESTANCIA INFANTIL ANTONIO UNZON V CAPITAL VARIABLE,Guarderías del sector privado,23060,Baja California Sur,La Paz,2010-07,ESTANCIAUNZON@HOTMAIL.COM,6121403057,,31 a 50 personas
ESTANCIA INFANTIL BELLAVISTA,ESTANCIA INFANTIL BELLAVISTA SC,Guarderías del sector privado,23050,Baja California Sur,La Paz,2010-07,ESTANCIABELLAVISTA@HOTMAIL.COM,6121562131,,11 a 30 personas
ESTANCIA INFANTIL LOS NIÑOS DEL CAPIT�N,LOS NIÑOS DEL CAPIT�N AC,Guarderías del sector privado,23462,Baja California Sur,Los Cabos,2010-07,LOSNINOSDELCAPITAN@HOTMAIL.COM,6241733807,LOSNINOSDELCAPITAN.COM,11 a 30 personas
GRUPO ARARI,GRUPO ARARI DE BCS SA DE CV,Laboratorios médicos y de diagnóstico del sector privado,23000,Baja California Sur,La Paz,2010-07,GARARI99@HOTMAIL.COM,6121270188,WWW.GRUPOARARI.COM.MX,11 a 30 personas
GUARDERIA ORDINARIA 001 DEL IMSS,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Guarderías del sector p�blico,23000,Baja California Sur,La Paz,2010-07,KARIME.MURILLO@IMSS.GOB.MX,6121223711,,31 a 50 personas
HOSPITAL DE ESPECIALIDADES CSL,,Consultorios de medicina general del sector privado,23470,Baja California Sur,Los Cabos,2012-06,FACTURACION.ESPECIALIDADES@AUTLOOKOUTLOOK.COM,6241477621,WWW.BAJAMEDICALRESPONSE.COM,11 a 30 personas
HOSPITAL GENERAL CON ESPECIALIDADES JUAN MARIA DE SALVATIERRA,INSTITUTO DE SERVICIOS DE SALUD DE BCS ,Hospitales del sector p�blico de otras especialidades m�dicas,23085,Baja California Sur,La Paz,2014-12,HGEJMS@HMAIL.COM,6121750500,WWW.HGEJMS.GOB.MX,251 y más personas
HOSPITAL GENERAL DE SUBZONA MEDICINA FAMILIAR NO.26,INSTITUTO MEXICANO DEL SEGURO SOCIAL ,Hospitales generales del sector p�blico,23450,Baja California Sur,Los Cabos,2014-12,ESTEBAN.CERVANTESR@IMSS.GOB.MX,6241431444,,251 y más personas
